"Date","Time","Open","High","Low","Close","Up","Down"
09/16/2021,07:00,19512.5,19712.5,19200.0,19400.0,0,0
09/16/2021,08:00,19400.0,19662.5,19187.5,19450.0,0,0
09/16/2021,09:00,19450.0,19687.5,19200.0,19350.0,0,0
09/16/2021,10:00,19425.0,19612.5,19100.0,19437.5,0,0
09/16/2021,11:00,19462.5,19587.5,19187.5,19387.5,0,0
09/16/2021,12:00,19362.5,19562.5,19075.0,19262.5,0,0
09/16/2021,13:00,19237.5,19400.0,19075.0,19150.0,0,0
09/16/2021,14:00,19300.0,19562.5,18962.5,19375.0,0,0
09/16/2021,15:00,19350.0,19787.5,19075.0,19450.0,0,0
09/16/2021,16:00,19425.0,19725.0,19175.0,19325.0,0,0
09/16/2021,17:00,19300.0,19487.5,19137.5,19300.0,0,0
09/16/2021,18:00,19300.0,19437.5,19162.5,19287.5,0,0
09/17/2021,02:00,19400.0,19550.0,19162.5,19475.0,0,0
09/17/2021,03:00,19475.0,19750.0,19287.5,19525.0,0,0
09/17/2021,04:00,19500.0,19712.5,19400.0,19612.5,0,0
